date,gross,net,vt,turnover,scale
2020-09-18,-0.009141814566361789,-0.009141814566361789,-0.0063440094557091365,0.0,0.6939551671779197
2020-09-21,-0.017692144741515647,-0.017692144741515647,-0.012216294606563023,0.0,0.6904925765103411
2020-09-22,0.005453307589949748,0.005453307589949748,0.003683529522879839,0.0,0.675467037595395
2020-09-23,-0.016679473812001126,-0.017378838453527418,-0.011728665107873579,0.5828038679385776,0.6748819916381114
2020-09-24,0.001646001924127935,0.001646001924127935,0.0011290840636740212,0.0,0.6859554944154874
2020-09-25,0.009864307331676984,0.009864307331676984,0.006800141573347092,0.0,0.68936838084008
2020-09-28,0.013633821139833866,0.013633821139833866,0.009601652795118628,0.0,0.7042525126771341
2020-09-29,-0.0027771113089454457,-0.0027771113089454457,-0.0019540722513209014,0.0,0.7036348327222515
2020-09-30,0.006875220721855398,0.006875220721855398,0.004846370431088977,0.0,0.7049039772182178
2020-10-01,0.013397911889209704,0.012146243108297596,0.00855021827045894,1.0430573174267572,0.7039393328639978
2020-10-02,-0.012726190179760998,-0.012726190179760998,-0.0089778262533682,0.0,0.7054606387735757
2020-10-05,0.020114571020945892,0.020114571020945892,0.014612879226587633,0.0,0.7264822705575383
2020-10-06,-0.008107140814566535,-0.008107140814566535,-0.005830853050456787,0.0,0.7192243460210017
2020-10-07,0.01655608800882516,0.01655608800882516,0.01199579341279847,0.0,0.7245548227578977
2020-10-08,0.00787282473779239,0.00787282473779239,0.00561882076870221,0.0,0.7136981904004353
2020-10-09,0.010197436035421281,0.010197436035421281,0.007267699352267146,0.0,0.7126986947525284
2020-10-12,0.01627431447761863,0.01627431447761863,0.01165391073916957,0.0,0.7160922664482547
2020-10-13,-0.0031975296790478763,-0.0031975296790478763,-0.0022656388469593923,0.0,0.7085591298198766
2020-10-14,-0.008230223066053427,-0.008230223066053427,-0.005865733628326267,0.0,0.7127065185535749
2020-10-15,-0.001967428674414964,-0.001967428674414964,-0.0014010335942035669,0.0,0.7121140463301314
2020-10-16,-0.001867855643698511,-0.001867855643698511,-0.0013318725742487555,0.0,0.7130489868111735
2020-10-19,-0.003588369547131221,-0.005391814650904149,-0.003842788524339068,1.5028709198107737,0.7127078308774345
2020-10-20,0.005774079679383253,0.005774079679383253,0.004110123583234577,0.0,0.7118231495678965
2020-10-21,-0.000611904876637967,-0.000611904876637967,-0.00043487332635694294,0.0,0.7106877930868908
2020-10-22,-0.0005527408148861632,-0.0005527408148861632,-0.0003939273977241664,0.0,0.7126801334641727
2020-10-23,0.006146389597518098,0.006146389597518098,0.004394678785179095,0.0,0.7150016632453073
2020-10-26,-0.016634867466472966,-0.016634867466472966,-0.01192598899339252,0.0,0.7169272023013686
2020-10-27,-0.004956745907666324,-0.006335385243506571,-0.0044527565847726075,1.1488661132002056,0.7028391192684681
2020-10-28,-0.022855082448945734,-0.022855082448945734,-0.016212701173553445,0.0,0.7093696209484167
2020-10-29,0.0014642359436788802,0.0014642359436788802,0.0010060307055590376,0.0,0.6870687131415407
2020-10-30,-0.007549615066610541,-0.007549615066610541,-0.005210242356762166,0.0,0.690133511548867
2020-11-02,0.012709865270455855,0.012709865270455855,0.008829768041561268,0.0,0.6947176743160376
2020-11-03,0.016397809733643662,0.016397809733643662,0.011330053119459303,0.0,0.6909491757434679
2020-11-04,0.013170751907949162,0.011749163108713788,0.008001085326230358,1.1846573326961445,0.6809919355274198
2020-11-05,0.02180255298503425,0.02180255298503425,0.014739051412793778,0.0,0.6760241070351249
2020-11-06,-0.002955216275645013,-0.002955216275645013,-0.0019478389803815341,0.0,0.6591189269070988
2020-11-09,0.0314479469739677,0.03076275431951795,0.020260639053854015,0.5709938787081263,0.6586093963959303
2020-11-10,0.014215417185934335,0.014215417185934335,0.008914428162989423,0.0,0.627095782444566
2020-11-11,0.009055179681899846,0.009055179681899846,0.005708155149278175,0.0,0.6303745866786115
2020-11-12,-0.014957714981178854,-0.014957714981178854,-0.0094020035588281,0.0,0.6285721830278588
2020-11-13,0.01533185590124667,0.01533185590124667,0.009497942475782919,0.0,0.6194907216034178
2020-11-16,0.013870759953367649,0.013870759953367649,0.008526558524575746,0.0,0.614714590494056
2020-11-17,-0.0007442859620624352,-0.0007442859620624352,-0.0004538876210014054,0.0,0.6098296140688605
2020-11-18,-0.008434114622095756,-0.008434114622095756,-0.005157154026486361,0.0,0.6114635925122016
2020-11-19,0.007385563603943464,0.007385563603943464,0.004496211756415003,0.0,0.6087838379747059
2020-11-20,-0.0016060614164481678,-0.0016060614164481678,-0.0009764193020093513,0.0,0.6079588812790978
2020-11-23,0.00567206181435464,0.00567206181435464,0.0034736128063339476,0.0,0.6124074313758463
